,N,P,K,temperature,humidity,rainfall,label
948,36,54,46,42.54744013,94.94482086,214.4103848,papaya
949,39,64,52,28.91842453,94.63676767,63.68794608,papaya
950,37,52,47,43.08022702,93.90305729,211.8529059,papaya
951,33,47,46,29.20300896,93.96834049,209.4083305,papaya
952,34,48,48,41.04224355,91.37258067,181.527598,papaya
953,49,54,50,25.62446619,93.18240298,97.26336657,papaya
954,40,65,49,35.32876402,91.06138506,163.9069365,papaya
955,68,52,49,24.42561272,92.27749066,63.35298768,papaya
956,50,46,52,31.18298415,90.21646909,54.01872359,papaya
957,65,63,50,31.88342554,91.3256535,79.27201575,papaya
958,40,49,47,42.93368602,91.1756748,246.3613268,papaya
959,42,53,48,23.11407669,94.31994776,231.5153161,papaya
960,49,55,51,24.87212063,93.90560147,135.1694525,papaya
961,59,62,49,43.36051537,93.35191636,114.778071,papaya
962,63,58,47,26.83054058,90.75379971,144.6656444,papaya
963,70,65,52,30.42012134,93.12659793,75.95295,papaya
964,63,50,52,28.64555584,93.22642604,115.8163936,papaya
965,40,64,47,32.50037548,93.47888842,71.73759526,papaya
966,63,58,50,43.03714283,94.6428898,41.5856585,papaya
967,45,58,49,30.10773379,90.34546355,75.24521981,papaya
968,66,69,47,23.69212243,93.61055571,87.53393983,papaya
969,54,67,52,35.67667332,93.30641944,141.3381168,papaya
970,69,67,52,27.71948962,94.43877142,82.83061083,papaya
971,67,68,49,35.26824831,92.38282957,149.8488208,papaya
972,45,57,47,23.16855863,90.78821158,161.6892093,papaya
973,56,50,52,33.08706051,92.25197542,88.1300769,papaya
974,70,50,53,37.4620912,90.44967809,172.3458448,papaya
975,44,47,45,38.73218907,94.73613484,218.142147,papaya
976,50,60,47,32.57720726,92.74889453,93.7942847,papaya
977,52,51,53,38.38231475,93.10378595,210.2735346,papaya
978,35,68,45,42.93605359,90.09448142,234.8466111,papaya
979,68,69,52,25.65492304,92.74501561,52.95477913,papaya
980,32,55,52,37.58899717,91.99740365,159.6577388,papaya
981,32,55,51,29.60718808,93.15642801,62.68710535,papaya
982,48,62,47,25.34756111,93.02871078,174.4012337,papaya
983,39,69,53,25.9300384,93.02357765,241.8202079,papaya
984,49,61,45,32.76795887,94.57377401,240.4795923,papaya
985,48,57,54,29.02328049,90.20396783,126.8069869,papaya
986,69,66,49,40.00439101,90.17015833,92.11877372,papaya
987,53,55,55,33.32315744,91.25271223,234.496633,papaya
988,38,61,52,31.22790131,94.94021378,46.44279118,papaya
989,57,64,55,26.68386496,92.9585411,62.50689682,papaya
990,51,57,55,24.70528368,90.14732171,108.4103158,papaya
991,56,65,45,38.2016825,93.97379963,218.0908814,papaya
992,54,66,52,36.56769731,93.79503425,104.4218596,papaya
993,58,55,47,26.05375792,93.69111672,240.6863901,papaya
994,68,70,54,31.29986342,92.76039164,54.77830202,papaya
995,42,59,55,40.10207731,94.35110201,149.1199989,papaya
996,43,64,47,38.58954491,91.58076549,102.2708231,papaya
997,35,67,49,41.31330062,91.1508798,239.7427554,papaya
998,56,59,55,37.03551903,91.79430166,188.5181422,papaya
999,39,64,53,23.0124018,91.07355541,208.3357976,papaya
1000,89,47,38,25.52468965,72.24850829,151.8869972,jute
1001,60,37,39,26.59104992,82.94164078,161.2469997,jute
1002,63,41,45,25.29781791,86.8870535,196.6249511,jute
1003,86,40,39,25.72100868,88.16513579,175.6086697,jute
1004,96,41,40,23.58419277,72.00460848,190.4242157,jute
1005,100,35,36,25.31042337,72.01364411,190.5577618,jute
1006,63,37,43,23.41798979,85.08640476,185.7446728,jute
1007,70,43,40,24.35564134,88.80391021,169.1168028,jute
1008,67,55,44,26.284017,75.14640198,182.2685447,jute
1009,74,40,40,25.13842773,83.12053888,169.3388465,jute
1010,89,53,44,24.88692811,71.91711523,150.2498675,jute
1011,74,46,45,25.75734909,88.36668522,189.4263485,jute
1012,89,41,38,23.12844351,74.68322732,199.8362913,jute
1013,60,55,40,24.9949957,88.95692783,151.4935635,jute
1014,67,43,38,25.21622704,70.88259632,195.8645552,jute
1015,70,38,35,24.39736241,79.26861738,164.2697011,jute
1016,74,49,38,23.31410442,71.4509053,164.4970373,jute
1017,90,40,39,25.72668885,81.86171563,191.9649389,jute
1018,82,35,44,26.96656378,78.21047693,169.8391177,jute
1019,73,45,37,23.70467146,74.63745355,181.2783964,jute
1020,85,53,38,24.90075709,73.84186449,153.8990984,jute
1021,81,56,36,23.39605743,72.60512854,174.7876411,jute
1022,84,55,38,26.8748389,79.78725152,173.1017097,jute
1023,80,45,42,23.1426498,74.99739774,151.9035477,jute
1024,76,54,45,24.29496635,77.62976013,184.9800516,jute
1025,76,56,39,24.39459498,89.89106506,197.1220049,jute
1026,81,40,45,25.7629429,80.76238215,174.5071843,jute
1027,76,44,45,25.4879684,84.48235878,168.7848886,jute
1028,69,47,40,25.37122686,76.2403666,183.8270791,jute
1029,82,40,45,26.21312799,81.70476368,180.1237765,jute
1030,69,57,35,24.30748599,78.54340987,186.2337571,jute
1031,81,36,38,23.76554749,87.98329901,150.3166152,jute
1032,67,60,38,24.79853023,78.53037059,162.2847429,jute
1033,72,51,40,23.20683504,74.09956958,199.4766779,jute
1034,65,39,45,23.66805429,70.89000744,184.4633281,jute
1035,78,50,43,25.12417673,85.72530641,159.5718087,jute
1036,77,52,41,23.89069041,83.46409075,167.7230632,jute
1037,89,52,42,23.09433785,81.45139295,196.6587013,jute
1038,62,49,37,24.21744605,82.85284045,166.1365886,jute
1039,90,48,45,24.06475727,71.31342851,153.6390212,jute
1040,66,47,36,24.85441411,74.4407048,175.572958,jute
1041,80,52,39,26.41915161,76.85691248,197.2101782,jute
1042,89,52,45,24.89326318,77.01222585,196.469984,jute
1043,77,51,44,23.25583402,82.7015932,166.2160846,jute
1044,94,37,41,24.7634518,87.06071115,179.1630865,jute
1045,75,41,35,24.97042599,78.62697699,166.6415254,jute
1046,60,55,36,26.12797248,80.49172597,150.6326874,jute
1047,62,56,35,25.97825807,81.65769588,163.3488091,jute
1048,84,40,42,26.2830571,73.35763537,186.6898282,jute
1049,100,56,40,26.38905406,83.31240346,176.1516409,jute
1050,75,56,44,25.2746335,73.7459581,168.0432282,jute
1051,78,46,42,23.09499564,78.45959697,155.3851533,jute
1052,82,48,36,25.79351957,81.76904006,193.2418382,jute
1053,100,58,41,23.17403323,87.88255345,160.6217342,jute
1054,88,50,40,25.63215038,79.95150917,182.2582277,jute
1055,67,41,40,25.848795,87.81661683,152.6194403,jute
1056,72,42,43,26.56767277,80.90424543,181.2915605,jute
1057,89,40,43,26.24532085,72.97198375,189.9711184,jute
1058,89,57,43,26.91515043,73.19897535,177.2233048,jute
1059,61,41,44,24.36972377,82.11319791,159.9210934,jute
1060,79,45,43,25.71901283,79.15532398,187.1735424,jute
1061,84,40,43,25.01157559,88.3313023,169.4168014,jute
1062,98,43,35,25.40785911,76.44048625,188.6372826,jute
1063,75,36,44,23.28081,74.27607475,153.7447398,jute
1064,89,58,35,23.98651719,82.09053379,167.0576456,jute
1065,91,41,37,24.48556447,83.20630007,192.2316221,jute
1066,77,48,36,25.86705009,84.09985284,154.8390847,jute
1067,66,58,35,23.5643831,79.46283115,185.25947,jute
1068,62,59,41,24.2248758,74.89465426,192.4931257,jute
1069,82,35,35,25.49386782,86.97061481,176.5268267,jute
1070,61,41,35,24.97178693,79.47557931,195.7571622,jute
1071,99,57,38,24.80624984,82.09281674,156.3616174,jute
1072,70,42,43,23.16814977,76.66724969,157.1215052,jute
1073,90,59,35,24.25133493,89.86454053,175.1742112,jute
1074,73,43,42,26.58361011,78.00774772,154.8238864,jute
1075,67,46,44,26.82489244,78.20392774,153.9199807,jute
1076,84,37,42,25.49674786,81.13449097,169.9288234,jute
1077,72,41,36,24.09874353,80.57226761,176.8604109,jute
1078,71,56,37,23.18866654,86.20899734,176.103677,jute
1079,64,53,38,26.24347471,78.51063754,183.4065252,jute
1080,65,54,39,23.75091572,71.14782585,160.0889553,jute
1081,60,58,37,26.13871511,79.1188943,171.4892533,jute
1082,86,39,43,26.14576648,71.23690851,193.1007598,jute
1083,90,50,44,26.91643698,73.48655995,171.4716375,jute
1084,91,38,36,26.5232969,77.17331847,157.8548562,jute
1085,87,48,38,23.81579631,80.94023552,190.312216,jute
1086,72,41,36,26.50838667,86.84264005,152.9801697,jute
1087,71,54,35,26.63952463,70.95705996,199.3355744,jute
1088,82,46,41,23.3250131,79.79609448,187.3096148,jute
1089,71,52,43,26.47549543,73.96164569,180.2513601,jute
1090,80,43,43,23.78756036,74.36794079,172.6442654,jute
1091,77,55,43,25.49941707,75.99987588,193.7141828,jute
1092,95,57,41,23.24925555,73.65346838,184.7674863,jute
1093,63,47,35,26.98582182,89.05587886,193.8778713,jute
1094,93,43,38,23.61475336,86.14290267,150.2355238,jute
1095,87,44,43,23.87484465,86.79261344,177.5147313,jute
1096,88,52,39,23.92887902,88.07112278,154.6608736,jute
1097,90,39,37,24.81441246,81.68688879,190.7886386,jute
1098,90,39,43,24.44743944,82.286484,190.9684885,jute
1099,84,38,43,26.57421679,73.81994896,159.3223075,jute
1100,91,21,26,26.33377983,57.36469955,191.6549412,coffee
1101,107,21,26,26.45288458,55.32222678,144.6861336,coffee
1102,83,38,35,25.70822684,52.88667115,136.7325092,coffee
1103,108,24,31,24.12832546,56.18107663,147.2757818,coffee
1104,116,28,34,23.44372334,60.39523266,122.2103248,coffee
1105,116,23,25,23.4123707,52.26994674,139.3670753,coffee
1106,109,31,27,23.05951896,50.40609436,164.4971875,coffee
1107,89,25,34,23.07895447,63.65861483,129.8765443,coffee
1108,118,18,32,27.6496114,51.11044023,122.8392822,coffee
1109,111,32,34,25.46743689,69.35161206,171.3764462,coffee
1110,84,36,28,26.7350622,55.55164819,140.6305213,coffee
1111,85,33,25,26.20811417,52.50987966,189.0944824,coffee
1112,99,15,27,27.0424167,57.27927475,165.6872119,coffee
1113,81,30,31,24.65090184,51.93952357,135.1386537,coffee
1114,95,39,29,27.35152643,55.99375012,148.9812525,coffee
1115,81,34,30,25.17787724,62.26244581,135.0119649,coffee
1116,80,15,28,23.11438731,68.00096043,161.8944624,coffee
1117,104,20,26,27.22783677,52.95261751,175.7260273,coffee
1118,109,29,28,23.26316991,60.5160021,194.1755471,coffee
1119,100,32,26,25.234661,57.53161469,124.2261737,coffee
1120,100,24,28,25.59535262,57.72920846,195.7733251,coffee
1121,83,21,28,25.5674832,60.49244602,190.2257843,coffee
1122,120,23,28,25.67324193,51.29043632,196.2736367,coffee
1123,104,26,30,24.40726724,62.65692638,148.6977358,coffee
1124,108,33,31,23.69287069,66.76090123,144.6576424,coffee
1125,91,25,26,24.53460016,66.99765375,180.5059257,coffee
1126,86,26,27,27.13140403,52.89368299,192.4280381,coffee
1127,98,18,27,27.56088634,68.49299897,167.4358075,coffee
1128,111,27,31,23.59302313,55.27564977,191.3980675,coffee
1129,84,39,35,23.17714381,52.13864034,117.3113562,coffee
1130,98,27,27,24.71384065,51.29142534,197.6439711,coffee
1131,118,21,34,24.38534644,64.72543073,119.6324109,coffee
1132,103,27,31,27.15998538,51.59100753,126.1752206,coffee
1133,82,24,33,26.53543168,67.09608099,120.6494434,coffee
1134,86,31,35,27.01207284,60.76645256,191.4508931,coffee
1135,88,35,35,27.55906475,58.45742907,117.9389993,coffee
1136,84,27,29,23.32293161,53.00366334,168.2644287,coffee
1137,120,40,33,24.23850608,54.30329632,115.1564012,coffee
1138,106,40,30,23.42611644,64.10651528,122.6847408,coffee
1139,113,21,33,26.02241444,55.83288958,176.9020924,coffee
1140,117,34,25,24.83846178,56.7685316,124.4135035,coffee
1141,80,30,25,26.24092174,65.64381357,148.3771202,coffee
1142,88,21,27,24.43011925,66.02411187,181.6368274,coffee
1143,113,33,34,26.00373964,62.1445102,153.477776,coffee
1144,87,23,28,26.22367404,62.26594559,193.7461968,coffee
1145,113,15,29,27.09617155,63.55324262,190.2440566,coffee
1146,98,29,30,25.64004392,61.03273481,199.4735636,coffee
1147,97,29,27,27.74576987,54.36976075,139.8619431,coffee
1148,85,35,32,26.24928198,54.28617819,133.1120232,coffee
1149,82,29,35,26.67377159,52.24226285,156.1543898,coffee
1150,103,33,25,27.10210397,55.7497332,139.5013171,coffee
1151,112,17,28,27.62975458,61.26002598,196.6492664,coffee
1152,99,19,33,27.5364547,55.51673151,130.6377143,coffee
1153,120,20,34,23.56960509,50.56339727,130.3797119,coffee
1154,114,27,28,24.99451759,57.93250202,192.8736822,coffee
1155,100,40,35,27.56441788,54.41094079,177.816092,coffee
1156,108,35,25,23.98143338,61.10935084,161.5279095,coffee
1157,115,31,30,24.22984659,67.37768353,122.4073418,coffee
1158,87,28,30,25.60153969,68.66257977,168.8383605,coffee
1159,82,24,26,24.31274458,53.57285558,184.4103931,coffee
1160,94,26,27,26.36629861,52.25738495,177.3176161,coffee
1161,87,28,35,26.5602777,57.1621814,152.0616227,coffee
1162,118,40,35,26.35034208,58.50650238,121.5586297,coffee
1163,87,38,29,25.20406808,57.88370456,156.1457255,coffee
1164,92,40,30,23.35723208,55.18792166,171.6976946,coffee
1165,97,22,26,23.60567546,59.68849145,185.1568059,coffee
1166,99,40,32,24.18471151,69.94807345,163.2708732,coffee
1167,89,28,33,26.44414097,53.83876189,175.3723314,coffee
1168,112,39,29,26.12492233,63.37479229,147.8035305,coffee
1169,111,28,26,27.77363343,64.47858698,192.7121236,coffee
1170,114,20,26,25.55656667,62.67087838,193.5866233,coffee
1171,117,26,30,27.92374437,67.96910852,115.2325531,coffee
1172,111,29,31,26.05968403,52.31098539,161.3432535,coffee
1173,119,30,28,26.35770906,64.57578034,163.6269496,coffee
1174,116,40,33,24.91370487,54.15319242,129.5481144,coffee
1175,95,37,35,27.31317116,68.4233391,192.4288139,coffee
1176,86,40,33,26.1387869,52.26311691,136.3027766,coffee
1177,117,37,32,23.1069385,67.06230539,162.5769606,coffee
1178,105,18,35,23.52648086,68.44030686,171.8839938,coffee
1179,109,23,25,25.11711046,68.48030408,194.8773479,coffee
1180,80,18,31,24.02952505,58.84880599,134.6803969,coffee
1181,101,31,26,26.70897548,69.71184111,158.8608887,coffee
1182,103,33,33,26.71717393,50.50148528,126.8073984,coffee
1183,93,26,27,24.59245684,56.46829641,137.7044047,coffee
1184,104,35,28,27.51006055,50.66687215,143.9955548,coffee
1185,116,36,25,27.57847581,58.52534263,156.6810374,coffee
1186,107,38,29,26.65069302,57.56695719,145.105065,coffee
1187,101,33,33,26.97251562,62.0183627,142.8610793,coffee
1188,107,31,31,23.17124551,52.97841162,153.1201644,coffee
1189,99,16,30,23.52652084,65.44340921,186.1728203,coffee
1190,103,40,30,27.30901814,55.196224,141.4831644,coffee
1191,118,31,34,27.54823036,62.88179198,181.4170812,coffee
1192,106,21,35,25.627355,57.04151119,188.5506536,coffee
1193,116,38,34,23.29250318,50.04557009,183.468585,coffee
1194,97,35,26,24.91461008,53.74144743,166.2549307,coffee
1195,107,34,32,26.77463708,66.4132686,177.7745075,coffee
1196,99,15,27,27.41711238,56.63636248,127.92461,coffee
1197,118,33,30,24.13179691,67.22512329,173.3228386,coffee
1198,117,32,34,26.2724184,52.12739421,127.1752928,coffee
1199,104,18,30,23.60301571,60.39647474,140.9370415,coffee
