,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
20811,Meghalaya,SOUTH WEST GARO HILLS,2013,Kharif     ,Banana,423.0,5223.0
20812,Meghalaya,SOUTH WEST GARO HILLS,2013,Kharif     ,Jute,1708.0,18047.0
20813,Meghalaya,SOUTH WEST GARO HILLS,2013,Whole Year ,Maize,1489.0,3533.0
20814,Meghalaya,SOUTH WEST GARO HILLS,2014,Autumn     ,Rice,5414.0,12334.0
20815,Meghalaya,SOUTH WEST GARO HILLS,2014,Kharif     ,Banana,427.0,5284.0
20816,Meghalaya,SOUTH WEST GARO HILLS,2014,Kharif     ,Jute,1738.0,18520.0
20817,Meghalaya,SOUTH WEST GARO HILLS,2014,Whole Year ,Maize,1489.0,3575.0
20818,Meghalaya,SOUTH WEST GARO HILLS,2014,Winter     ,Rice,7380.0,21175.0
20819,Meghalaya,SOUTH WEST KHASI HILLS,2013,Kharif     ,Banana,277.0,1467.0
20820,Meghalaya,SOUTH WEST KHASI HILLS,2013,Whole Year ,Maize,1362.0,2211.0
20821,Meghalaya,SOUTH WEST KHASI HILLS,2014,Autumn     ,Rice,62.0,138.0
20822,Meghalaya,SOUTH WEST KHASI HILLS,2014,Kharif     ,Banana,278.0,1475.0
20823,Meghalaya,SOUTH WEST KHASI HILLS,2014,Whole Year ,Maize,1362.0,2247.0
20824,Meghalaya,SOUTH WEST KHASI HILLS,2014,Winter     ,Rice,1722.0,3105.0
20825,Meghalaya,WEST GARO HILLS,1997,Kharif     ,Jute,3551.0,28783.0
20826,Meghalaya,WEST GARO HILLS,1997,Kharif     ,Maize,3985.0,5656.0
20827,Meghalaya,WEST GARO HILLS,1997,Kharif     ,Rice,35922.0,55206.0
20828,Meghalaya,WEST GARO HILLS,1997,Whole Year ,Banana,1510.0,18776.0
20829,Meghalaya,WEST GARO HILLS,1998,Kharif     ,Jute,3551.0,21390.0
20830,Meghalaya,WEST GARO HILLS,1998,Kharif     ,Maize,3990.0,5664.0
20831,Meghalaya,WEST GARO HILLS,1998,Kharif     ,Rice,36062.0,41856.0
20832,Meghalaya,WEST GARO HILLS,1998,Whole Year ,Banana,1513.0,18815.0
20833,Meghalaya,WEST GARO HILLS,1999,Kharif     ,Jute,3547.0,27647.0
20834,Meghalaya,WEST GARO HILLS,1999,Kharif     ,Maize,4034.0,5763.0
20835,Meghalaya,WEST GARO HILLS,1999,Kharif     ,Rice,34053.0,45253.0
20836,Meghalaya,WEST GARO HILLS,1999,Rabi       ,Rice,3299.0,12725.0
20837,Meghalaya,WEST GARO HILLS,1999,Whole Year ,Banana,1553.0,18735.0
20838,Meghalaya,WEST GARO HILLS,2000,Kharif     ,Jute,3542.0,31724.0
20839,Meghalaya,WEST GARO HILLS,2000,Kharif     ,Maize,4227.0,6159.0
20840,Meghalaya,WEST GARO HILLS,2000,Kharif     ,Rice,34044.0,46916.0
20841,Meghalaya,WEST GARO HILLS,2000,Rabi       ,Rice,3377.0,12007.0
20842,Meghalaya,WEST GARO HILLS,2000,Whole Year ,Banana,1562.0,17285.0
20843,Meghalaya,WEST GARO HILLS,2001,Kharif     ,Jute,3401.0,21003.0
20844,Meghalaya,WEST GARO HILLS,2001,Kharif     ,Maize,4232.0,6213.0
20845,Meghalaya,WEST GARO HILLS,2001,Kharif     ,Rice,38611.0,68044.0
20846,Meghalaya,WEST GARO HILLS,2002,Kharif     ,Jute,3424.0,32075.0
20847,Meghalaya,WEST GARO HILLS,2002,Kharif     ,Maize,4341.0,6368.0
20848,Meghalaya,WEST GARO HILLS,2002,Kharif     ,Rice,38760.0,69324.0
20849,Meghalaya,WEST GARO HILLS,2002,Whole Year ,Banana,1541.0,18740.0
20850,Meghalaya,WEST GARO HILLS,2002,Whole Year ,Papaya,99.0,898.0
20851,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Jute,3456.0,32473.0
20852,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Maize,4323.0,6562.0
20853,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Rice,40746.0,78003.0
20854,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Banana,1579.0,18872.0
20855,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Papaya,106.0,928.0
20856,Meghalaya,WEST GARO HILLS,2004,Autumn     ,Rice,16417.0,17899.0
20857,Meghalaya,WEST GARO HILLS,2004,Kharif     ,Jute,3456.0,17700.0
20858,Meghalaya,WEST GARO HILLS,2004,Kharif     ,Maize,4325.0,6568.0
20859,Meghalaya,WEST GARO HILLS,2004,Summer     ,Rice,8701.0,36482.0
20860,Meghalaya,WEST GARO HILLS,2004,Whole Year ,Banana,1646.0,19266.0
20861,Meghalaya,WEST GARO HILLS,2004,Winter     ,Rice,17554.0,21141.0
20862,Meghalaya,WEST GARO HILLS,2005,Autumn     ,Rice,16422.0,18884.0
20863,Meghalaya,WEST GARO HILLS,2005,Kharif     ,Jute,3456.0,32371.0
20864,Meghalaya,WEST GARO HILLS,2005,Kharif     ,Maize,4319.0,6599.0
20865,Meghalaya,WEST GARO HILLS,2005,Summer     ,Rice,9312.0,39082.0
20866,Meghalaya,WEST GARO HILLS,2005,Whole Year ,Banana,1681.0,20068.0
20867,Meghalaya,WEST GARO HILLS,2005,Winter     ,Rice,17554.0,32273.0
20868,Meghalaya,WEST GARO HILLS,2006,Autumn     ,Rice,16426.0,19645.0
20869,Meghalaya,WEST GARO HILLS,2006,Kharif     ,Banana,1675.0,20467.0
20870,Meghalaya,WEST GARO HILLS,2006,Kharif     ,Maize,4341.0,6707.0
20871,Meghalaya,WEST GARO HILLS,2006,Rabi       ,Jute,3436.0,32408.0
20872,Meghalaya,WEST GARO HILLS,2006,Rabi       ,Rice,9339.0,39202.0
20873,Meghalaya,WEST GARO HILLS,2006,Winter     ,Rice,17205.0,31175.0
20874,Meghalaya,WEST GARO HILLS,2007,Autumn     ,Rice,16469.0,19634.0
20875,Meghalaya,WEST GARO HILLS,2007,Kharif     ,Jute,3456.0,32397.0
20876,Meghalaya,WEST GARO HILLS,2007,Kharif     ,Maize,4428.0,7095.0
20877,Meghalaya,WEST GARO HILLS,2007,Summer     ,Rice,11005.0,47312.0
20878,Meghalaya,WEST GARO HILLS,2007,Winter     ,Rice,17581.0,31149.0
20879,Meghalaya,WEST GARO HILLS,2008,Autumn     ,Rice,16455.0,20441.0
20880,Meghalaya,WEST GARO HILLS,2008,Kharif     ,Jute,3433.0,32122.0
20881,Meghalaya,WEST GARO HILLS,2008,Kharif     ,Maize,4428.0,7055.0
20882,Meghalaya,WEST GARO HILLS,2008,Summer     ,Rice,11971.0,45214.0
20883,Meghalaya,WEST GARO HILLS,2008,Whole Year ,Banana,1769.0,22632.0
20884,Meghalaya,WEST GARO HILLS,2008,Winter     ,Rice,18100.0,33666.0
20885,Meghalaya,WEST GARO HILLS,2009,Autumn     ,Rice,16440.0,20484.0
20886,Meghalaya,WEST GARO HILLS,2009,Kharif     ,Banana,1871.0,22845.0
20887,Meghalaya,WEST GARO HILLS,2009,Kharif     ,Jute,3412.0,32030.0
20888,Meghalaya,WEST GARO HILLS,2009,Kharif     ,Maize,4446.0,7022.0
20889,Meghalaya,WEST GARO HILLS,2009,Summer     ,Rice,12021.0,45583.0
20890,Meghalaya,WEST GARO HILLS,2009,Winter     ,Rice,18153.0,33553.0
20891,Meghalaya,WEST GARO HILLS,2010,Autumn     ,Rice,16478.0,20515.0
20892,Meghalaya,WEST GARO HILLS,2010,Kharif     ,Banana,1881.0,22981.0
20893,Meghalaya,WEST GARO HILLS,2010,Kharif     ,Jute,3379.0,31764.0
20894,Meghalaya,WEST GARO HILLS,2010,Kharif     ,Maize,4435.0,6971.0
20895,Meghalaya,WEST GARO HILLS,2010,Rabi       ,Rice,12033.0,46098.0
20896,Meghalaya,WEST GARO HILLS,2010,Winter     ,Rice,18181.0,33689.0
20897,Meghalaya,WEST GARO HILLS,2011,Autumn     ,Rice,16480.0,21313.0
20898,Meghalaya,WEST GARO HILLS,2011,Kharif     ,Banana,1895.0,23293.0
20899,Meghalaya,WEST GARO HILLS,2011,Kharif     ,Jute,3382.0,31810.0
20900,Meghalaya,WEST GARO HILLS,2011,Kharif     ,Maize,4429.0,6892.0
20901,Meghalaya,WEST GARO HILLS,2011,Rabi       ,Rice,12140.0,53176.0
20902,Meghalaya,WEST GARO HILLS,2011,Winter     ,Rice,18685.0,40805.0
20903,Meghalaya,WEST GARO HILLS,2012,Autumn     ,Rice,16681.0,32318.0
20904,Meghalaya,WEST GARO HILLS,2012,Kharif     ,Banana,1929.0,24268.0
20905,Meghalaya,WEST GARO HILLS,2012,Kharif     ,Jute,5456.0,56496.0
20906,Meghalaya,WEST GARO HILLS,2012,Rabi       ,Rice,12552.0,55697.0
20907,Meghalaya,WEST GARO HILLS,2012,Whole Year ,Maize,4623.0,10323.0
20908,Meghalaya,WEST GARO HILLS,2012,Winter     ,Rice,18698.0,52042.0
20909,Meghalaya,WEST GARO HILLS,2013,Autumn     ,Rice,11296.0,23688.0
20910,Meghalaya,WEST GARO HILLS,2013,Kharif     ,Banana,1519.0,19563.0
20911,Meghalaya,WEST GARO HILLS,2013,Kharif     ,Jute,3850.0,39991.0
20912,Meghalaya,WEST GARO HILLS,2013,Whole Year ,Maize,3136.0,7039.0
20913,Meghalaya,WEST GARO HILLS,2013,Winter     ,Rice,11340.0,32263.0
20914,Meghalaya,WEST GARO HILLS,2014,Autumn     ,Rice,11313.0,25183.0
20915,Meghalaya,WEST GARO HILLS,2014,Kharif     ,Banana,1523.0,19668.0
20916,Meghalaya,WEST GARO HILLS,2014,Kharif     ,Jute,3891.0,39996.0
20917,Meghalaya,WEST GARO HILLS,2014,Whole Year ,Maize,3139.0,7296.0
20918,Meghalaya,WEST GARO HILLS,2014,Winter     ,Rice,11352.0,33035.0
20919,Meghalaya,WEST JAINTIA HILLS,2013,Kharif     ,Banana,253.0,829.0
20920,Meghalaya,WEST JAINTIA HILLS,2013,Whole Year ,Maize,2851.0,5126.0
20921,Meghalaya,WEST JAINTIA HILLS,2014,Autumn     ,Rice,78.0,198.0
20922,Meghalaya,WEST JAINTIA HILLS,2014,Kharif     ,Banana,255.0,837.0
20923,Meghalaya,WEST JAINTIA HILLS,2014,Whole Year ,Maize,2853.0,5271.0
20924,Meghalaya,WEST JAINTIA HILLS,2014,Winter     ,Rice,7920.0,16941.0
20925,Meghalaya,WEST KHASI HILLS,1997,Kharif     ,Maize,4604.0,6382.0
20926,Meghalaya,WEST KHASI HILLS,1997,Kharif     ,Rice,9422.0,12339.0
20927,Meghalaya,WEST KHASI HILLS,1997,Whole Year ,Banana,665.0,3937.0
20928,Meghalaya,WEST KHASI HILLS,1998,Kharif     ,Maize,4617.0,6654.0
20929,Meghalaya,WEST KHASI HILLS,1998,Kharif     ,Rice,9420.0,12928.0
20930,Meghalaya,WEST KHASI HILLS,1998,Whole Year ,Banana,656.0,3909.0
20931,Meghalaya,WEST KHASI HILLS,1999,Kharif     ,Maize,4303.0,5958.0
20932,Meghalaya,WEST KHASI HILLS,1999,Kharif     ,Rice,9025.0,13525.0
20933,Meghalaya,WEST KHASI HILLS,1999,Rabi       ,Rice,5.0,3.0
20934,Meghalaya,WEST KHASI HILLS,1999,Whole Year ,Banana,657.0,3918.0
20935,Meghalaya,WEST KHASI HILLS,2000,Kharif     ,Maize,4332.0,5918.0
20936,Meghalaya,WEST KHASI HILLS,2000,Kharif     ,Rice,8939.0,13440.0
20937,Meghalaya,WEST KHASI HILLS,2000,Rabi       ,Rice,3.0,2.0
20938,Meghalaya,WEST KHASI HILLS,2000,Whole Year ,Banana,662.0,5175.0
20939,Meghalaya,WEST KHASI HILLS,2001,Kharif     ,Maize,4335.0,6902.0
20940,Meghalaya,WEST KHASI HILLS,2001,Kharif     ,Rice,9064.0,14466.0
20941,Meghalaya,WEST KHASI HILLS,2002,Kharif     ,Maize,4275.0,6739.0
20942,Meghalaya,WEST KHASI HILLS,2002,Kharif     ,Rice,9013.0,14457.0
20943,Meghalaya,WEST KHASI HILLS,2002,Whole Year ,Banana,630.0,4335.0
20944,Meghalaya,WEST KHASI HILLS,2002,Whole Year ,Papaya,27.0,127.0
20945,Meghalaya,WEST KHASI HILLS,2003,Kharif     ,Maize,4235.0,6539.0
20946,Meghalaya,WEST KHASI HILLS,2003,Kharif     ,Rice,8987.0,14766.0
20947,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Banana,652.0,4250.0
20948,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Papaya,42.0,129.0
20949,Meghalaya,WEST KHASI HILLS,2004,Autumn     ,Rice,74.0,104.0
20950,Meghalaya,WEST KHASI HILLS,2004,Kharif     ,Maize,4234.0,4516.0
20951,Meghalaya,WEST KHASI HILLS,2004,Whole Year ,Banana,735.0,4263.0
20952,Meghalaya,WEST KHASI HILLS,2004,Winter     ,Rice,8925.0,11249.0
20953,Meghalaya,WEST KHASI HILLS,2005,Autumn     ,Rice,74.0,111.0
20954,Meghalaya,WEST KHASI HILLS,2005,Kharif     ,Maize,4236.0,4860.0
20955,Meghalaya,WEST KHASI HILLS,2005,Whole Year ,Banana,746.0,4336.0
20956,Meghalaya,WEST KHASI HILLS,2005,Winter     ,Rice,8927.0,15265.0
20957,Meghalaya,WEST KHASI HILLS,2006,Autumn     ,Rice,75.0,112.0
20958,Meghalaya,WEST KHASI HILLS,2006,Kharif     ,Banana,745.0,4731.0
20959,Meghalaya,WEST KHASI HILLS,2006,Kharif     ,Maize,4245.0,4941.0
20960,Meghalaya,WEST KHASI HILLS,2006,Rabi       ,Rice,50.0,91.0
20961,Meghalaya,WEST KHASI HILLS,2006,Winter     ,Rice,7664.0,15076.0
20962,Meghalaya,WEST KHASI HILLS,2007,Autumn     ,Rice,76.0,113.0
20963,Meghalaya,WEST KHASI HILLS,2007,Kharif     ,Maize,4214.0,4847.0
20964,Meghalaya,WEST KHASI HILLS,2007,Summer     ,Rice,50.0,88.0
20965,Meghalaya,WEST KHASI HILLS,2007,Winter     ,Rice,7657.0,15061.0
20966,Meghalaya,WEST KHASI HILLS,2008,Autumn     ,Rice,78.0,116.0
20967,Meghalaya,WEST KHASI HILLS,2008,Kharif     ,Maize,4157.0,4680.0
20968,Meghalaya,WEST KHASI HILLS,2008,Summer     ,Rice,49.0,96.0
20969,Meghalaya,WEST KHASI HILLS,2008,Whole Year ,Banana,750.0,4636.0
20970,Meghalaya,WEST KHASI HILLS,2008,Winter     ,Rice,7664.0,10814.0
20971,Meghalaya,WEST KHASI HILLS,2009,Autumn     ,Rice,80.0,120.0
20972,Meghalaya,WEST KHASI HILLS,2009,Kharif     ,Banana,782.0,4136.0
20973,Meghalaya,WEST KHASI HILLS,2009,Kharif     ,Maize,4227.0,4840.0
20974,Meghalaya,WEST KHASI HILLS,2009,Summer     ,Rice,47.0,99.0
20975,Meghalaya,WEST KHASI HILLS,2009,Winter     ,Rice,7679.0,10842.0
20976,Meghalaya,WEST KHASI HILLS,2010,Autumn     ,Rice,83.0,121.0
20977,Meghalaya,WEST KHASI HILLS,2010,Kharif     ,Banana,785.0,4244.0
20978,Meghalaya,WEST KHASI HILLS,2010,Kharif     ,Maize,4255.0,5421.0
20979,Meghalaya,WEST KHASI HILLS,2010,Rabi       ,Rice,52.0,108.0
20980,Meghalaya,WEST KHASI HILLS,2010,Winter     ,Rice,7680.0,11259.0
20981,Meghalaya,WEST KHASI HILLS,2011,Autumn     ,Rice,93.0,121.0
20982,Meghalaya,WEST KHASI HILLS,2011,Kharif     ,Banana,786.0,4281.0
20983,Meghalaya,WEST KHASI HILLS,2011,Kharif     ,Maize,4260.0,5886.0
20984,Meghalaya,WEST KHASI HILLS,2011,Rabi       ,Rice,50.0,113.0
20985,Meghalaya,WEST KHASI HILLS,2011,Winter     ,Rice,7682.0,11254.0
20986,Meghalaya,WEST KHASI HILLS,2012,Autumn     ,Rice,85.0,181.0
20987,Meghalaya,WEST KHASI HILLS,2012,Kharif     ,Banana,790.0,4374.0
20988,Meghalaya,WEST KHASI HILLS,2012,Rabi       ,Rice,51.0,119.0
20989,Meghalaya,WEST KHASI HILLS,2012,Whole Year ,Maize,4436.0,7687.0
20990,Meghalaya,WEST KHASI HILLS,2012,Winter     ,Rice,7688.0,12118.0
20991,Meghalaya,WEST KHASI HILLS,2013,Autumn     ,Rice,25.0,62.0
20992,Meghalaya,WEST KHASI HILLS,2013,Kharif     ,Banana,518.0,2998.0
20993,Meghalaya,WEST KHASI HILLS,2013,Whole Year ,Maize,3076.0,5661.0
20994,Meghalaya,WEST KHASI HILLS,2013,Winter     ,Rice,5975.0,10184.0
20995,Meghalaya,WEST KHASI HILLS,2014,Autumn     ,Rice,26.0,64.0
20996,Meghalaya,WEST KHASI HILLS,2014,Kharif     ,Banana,521.0,3032.0
20997,Meghalaya,WEST KHASI HILLS,2014,Whole Year ,Maize,3079.0,5847.0
20998,Meghalaya,WEST KHASI HILLS,2014,Winter     ,Rice,5980.0,10858.0
20999,Mizoram,AIZAWL,1997,Kharif     ,Maize,4128.0,8141.0
21000,Mizoram,AIZAWL,1997,Whole Year ,Rice,30274.0,50241.0
21001,Mizoram,AIZAWL,1998,Kharif     ,Maize,3803.0,6380.0
21002,Mizoram,AIZAWL,1998,Kharif     ,Rice,29487.0,46626.0
21003,Mizoram,AIZAWL,1998,Rabi       ,Rice,1232.0,3712.0
21004,Mizoram,AIZAWL,1999,Kharif     ,Maize,3016.0,6037.0
21005,Mizoram,AIZAWL,1999,Kharif     ,Rice,23941.0,49312.0
21006,Mizoram,AIZAWL,1999,Rabi       ,Maize,138.0,124.0
21007,Mizoram,AIZAWL,2000,Kharif     ,Maize,3646.0,10391.0
21008,Mizoram,AIZAWL,2000,Kharif     ,Rice,24666.0,53997.0
21009,Mizoram,AIZAWL,2000,Rabi       ,Maize,152.0,193.0
21010,Mizoram,AIZAWL,2001,Kharif     ,Maize,4106.0,11248.0
21011,Mizoram,AIZAWL,2001,Kharif     ,Rice,26378.0,53079.0
21012,Mizoram,AIZAWL,2001,Rabi       ,Maize,8.0,16.0
21013,Mizoram,AIZAWL,2002,Kharif     ,Maize,3278.0,7461.0
21014,Mizoram,AIZAWL,2002,Kharif     ,Rice,26485.0,52774.0
21015,Mizoram,AIZAWL,2002,Rabi       ,Maize,85.0,181.0
21016,Mizoram,AIZAWL,2003,Kharif     ,Maize,2685.0,4833.0
21017,Mizoram,AIZAWL,2003,Kharif     ,Rice,13951.0,27913.0
21018,Mizoram,AIZAWL,2003,Rabi       ,Maize,46.0,82.0
21019,Mizoram,AIZAWL,2004,Kharif     ,Maize,1357.0,3993.0
21020,Mizoram,AIZAWL,2004,Kharif     ,Rice,9800.0,13416.0
21021,Mizoram,AIZAWL,2004,Rabi       ,Maize,98.0,223.0
21022,Mizoram,AIZAWL,2005,Kharif     ,Maize,1360.0,3944.0
21023,Mizoram,AIZAWL,2005,Rabi       ,Maize,90.0,252.0
21024,Mizoram,AIZAWL,2005,Whole Year ,Rice,10124.0,15423.0
21025,Mizoram,AIZAWL,2006,Kharif     ,Maize,1450.0,3930.0
21026,Mizoram,AIZAWL,2006,Kharif     ,Rice,8412.0,220.0
21027,Mizoram,AIZAWL,2006,Rabi       ,Maize,16.0,27.0
21028,Mizoram,AIZAWL,2006,Rabi       ,Rice,537.0,726.0
21029,Mizoram,AIZAWL,2007,Kharif     ,Maize,968.0,79.0
21030,Mizoram,AIZAWL,2007,Kharif     ,Rice,8457.0,1308.0
21031,Mizoram,AIZAWL,2007,Rabi       ,Rice,80.0,96.0
21032,Mizoram,AIZAWL,2008,Kharif     ,Maize,1794.0,936.0
21033,Mizoram,AIZAWL,2008,Kharif     ,Rice,6604.0,5220.0
21034,Mizoram,AIZAWL,2008,Rabi       ,Maize,58.0,13.0
21035,Mizoram,AIZAWL,2009,Kharif     ,Maize,1458.0,2282.0
21036,Mizoram,AIZAWL,2009,Kharif     ,Rice,5328.0,6823.0
21037,Mizoram,AIZAWL,2009,Rabi       ,Maize,62.0,126.0
21038,Mizoram,CHAMPHAI,1997,Kharif     ,Maize,1104.0,2760.0
21039,Mizoram,CHAMPHAI,1997,Rabi       ,Maize,10.0,23.0
21040,Mizoram,CHAMPHAI,1997,Whole Year ,Rice,6002.0,9252.0
21041,Mizoram,CHAMPHAI,1998,Kharif     ,Maize,1789.0,4510.0
21042,Mizoram,CHAMPHAI,1998,Kharif     ,Rice,5722.0,9403.0
21043,Mizoram,CHAMPHAI,1998,Rabi       ,Maize,3.0,5.0
21044,Mizoram,CHAMPHAI,1998,Rabi       ,Rice,13.0,126.0
21045,Mizoram,CHAMPHAI,1999,Kharif     ,Maize,700.0,1440.0
21046,Mizoram,CHAMPHAI,1999,Kharif     ,Rice,5807.0,9182.0
21047,Mizoram,CHAMPHAI,2000,Kharif     ,Maize,1196.0,2623.0
21048,Mizoram,CHAMPHAI,2000,Kharif     ,Rice,7596.0,8931.0
21049,Mizoram,CHAMPHAI,2001,Kharif     ,Rice,9650.0,10931.0
21050,Mizoram,CHAMPHAI,2001,Rabi       ,Maize,1771.0,2721.0
21051,Mizoram,CHAMPHAI,2002,Kharif     ,Maize,1728.0,3110.0
21052,Mizoram,CHAMPHAI,2002,Kharif     ,Rice,9927.0,11104.0
21053,Mizoram,CHAMPHAI,2002,Rabi       ,Maize,380.0,684.0
21054,Mizoram,CHAMPHAI,2003,Kharif     ,Maize,1837.0,3340.0
21055,Mizoram,CHAMPHAI,2003,Kharif     ,Rice,9376.0,21861.0
21056,Mizoram,CHAMPHAI,2004,Kharif     ,Maize,2040.0,3021.0
21057,Mizoram,CHAMPHAI,2004,Kharif     ,Rice,10799.0,23472.0
21058,Mizoram,CHAMPHAI,2004,Rabi       ,Maize,3.0,15.0
21059,Mizoram,CHAMPHAI,2005,Kharif     ,Maize,2050.0,4311.0
21060,Mizoram,CHAMPHAI,2005,Whole Year ,Rice,10419.0,19660.0
21061,Mizoram,CHAMPHAI,2006,Kharif     ,Maize,2045.0,5434.0
21062,Mizoram,CHAMPHAI,2006,Kharif     ,Rice,10304.0,5291.0
21063,Mizoram,CHAMPHAI,2006,Rabi       ,Maize,2.0,5.0
21064,Mizoram,CHAMPHAI,2007,Kharif     ,Maize,2180.0,91.0
21065,Mizoram,CHAMPHAI,2007,Kharif     ,Rice,13602.0,5361.0
21066,Mizoram,CHAMPHAI,2007,Rabi       ,Maize,15.0,18.0
21067,Mizoram,CHAMPHAI,2007,Rabi       ,Rice,10.0,9.0
21068,Mizoram,CHAMPHAI,2008,Kharif     ,Maize,1426.0,2122.0
21069,Mizoram,CHAMPHAI,2008,Kharif     ,Rice,9462.0,18955.0
21070,Mizoram,CHAMPHAI,2008,Rabi       ,Maize,3.0,15.0
21071,Mizoram,CHAMPHAI,2009,Kharif     ,Maize,1515.0,2249.0
21072,Mizoram,CHAMPHAI,2009,Kharif     ,Rice,7973.0,17225.0
21073,Mizoram,KOLASIB,1997,Kharif     ,Maize,1863.0,2972.0
21074,Mizoram,KOLASIB,1997,Rabi       ,Maize,110.0,220.0
21075,Mizoram,KOLASIB,1997,Whole Year ,Rice,17326.0,28675.0
21076,Mizoram,KOLASIB,1998,Kharif     ,Maize,1920.0,3072.0
21077,Mizoram,KOLASIB,1998,Kharif     ,Rice,12668.0,17382.0
21078,Mizoram,KOLASIB,1998,Rabi       ,Maize,114.0,234.0
21079,Mizoram,KOLASIB,1998,Rabi       ,Rice,4749.0,11798.0
21080,Mizoram,KOLASIB,1999,Kharif     ,Maize,492.0,787.0
21081,Mizoram,KOLASIB,1999,Kharif     ,Rice,11102.0,17103.0
21082,Mizoram,KOLASIB,1999,Rabi       ,Maize,47.0,66.0
21083,Mizoram,KOLASIB,2000,Kharif     ,Maize,493.0,740.0
21084,Mizoram,KOLASIB,2000,Kharif     ,Rice,12606.0,25905.0
21085,Mizoram,KOLASIB,2000,Rabi       ,Maize,47.0,70.0
21086,Mizoram,KOLASIB,2001,Kharif     ,Maize,495.0,748.0
21087,Mizoram,KOLASIB,2001,Kharif     ,Rice,12630.0,27207.0
21088,Mizoram,KOLASIB,2001,Rabi       ,Maize,50.0,76.0
21089,Mizoram,KOLASIB,2002,Kharif     ,Maize,990.0,1485.0
21090,Mizoram,KOLASIB,2002,Kharif     ,Rice,12861.0,27074.0
21091,Mizoram,KOLASIB,2002,Rabi       ,Maize,80.0,120.0
21092,Mizoram,KOLASIB,2003,Kharif     ,Maize,850.0,1700.0
21093,Mizoram,KOLASIB,2003,Kharif     ,Rice,9488.0,19340.0
21094,Mizoram,KOLASIB,2003,Rabi       ,Maize,57.0,111.0
21095,Mizoram,KOLASIB,2004,Kharif     ,Maize,845.0,1708.0
21096,Mizoram,KOLASIB,2004,Kharif     ,Rice,8538.0,16764.0
21097,Mizoram,KOLASIB,2004,Rabi       ,Maize,75.0,172.0
21098,Mizoram,KOLASIB,2005,Kharif     ,Maize,658.0,1304.0
21099,Mizoram,KOLASIB,2005,Rabi       ,Maize,73.0,159.0
21100,Mizoram,KOLASIB,2005,Whole Year ,Rice,8492.0,18068.0
21101,Mizoram,KOLASIB,2006,Kharif     ,Maize,700.0,1700.0
21102,Mizoram,KOLASIB,2006,Kharif     ,Rice,6029.0,3378.0
21103,Mizoram,KOLASIB,2006,Rabi       ,Maize,110.0,214.0
21104,Mizoram,KOLASIB,2006,Rabi       ,Rice,1561.0,2782.0
21105,Mizoram,KOLASIB,2007,Kharif     ,Maize,620.0,50.0
21106,Mizoram,KOLASIB,2007,Kharif     ,Rice,7040.0,2800.0
21107,Mizoram,KOLASIB,2007,Rabi       ,Maize,50.0,95.0
21108,Mizoram,KOLASIB,2007,Rabi       ,Rice,15.0,12.0
21109,Mizoram,KOLASIB,2008,Kharif     ,Maize,775.0,1045.0
21110,Mizoram,KOLASIB,2008,Kharif     ,Rice,6769.0,8136.0
21111,Mizoram,KOLASIB,2008,Rabi       ,Maize,84.0,145.0
21112,Mizoram,KOLASIB,2009,Kharif     ,Maize,618.0,858.0
21113,Mizoram,KOLASIB,2009,Kharif     ,Rice,5375.0,9230.0
21114,Mizoram,KOLASIB,2009,Rabi       ,Maize,96.0,117.0
21115,Mizoram,LAWNGTLAI,2004,Kharif     ,Maize,762.0,1461.0
21116,Mizoram,LAWNGTLAI,2004,Kharif     ,Rice,5566.0,11610.0
21117,Mizoram,LAWNGTLAI,2004,Rabi       ,Maize,291.0,512.0
21118,Mizoram,LAWNGTLAI,2005,Kharif     ,Maize,765.0,1466.0
21119,Mizoram,LAWNGTLAI,2005,Rabi       ,Maize,301.0,615.0
21120,Mizoram,LAWNGTLAI,2005,Whole Year ,Rice,5638.0,11821.0
21121,Mizoram,LAWNGTLAI,2006,Kharif     ,Maize,586.0,678.0
21122,Mizoram,LAWNGTLAI,2006,Kharif     ,Rice,3973.0,943.0
21123,Mizoram,LAWNGTLAI,2006,Rabi       ,Maize,2.0,1.0
21124,Mizoram,LAWNGTLAI,2007,Kharif     ,Maize,715.0,47.0
21125,Mizoram,LAWNGTLAI,2007,Kharif     ,Rice,7062.0,3023.0
21126,Mizoram,LAWNGTLAI,2008,Kharif     ,Maize,751.0,223.0
21127,Mizoram,LAWNGTLAI,2008,Kharif     ,Rice,4016.0,3131.0
21128,Mizoram,LAWNGTLAI,2008,Rabi       ,Rice,4.0,12.0
21129,Mizoram,LAWNGTLAI,2009,Kharif     ,Maize,573.0,1037.0
21130,Mizoram,LAWNGTLAI,2009,Kharif     ,Rice,5257.0,5009.0
21131,Mizoram,LUNGLEI,1997,Kharif     ,Maize,1045.0,2383.0
21132,Mizoram,LUNGLEI,1997,Whole Year ,Rice,14512.0,22405.0
21133,Mizoram,LUNGLEI,1998,Kharif     ,Maize,1050.0,2385.0
